gene_short_name	term	q_value	estimate
MUL1	clus3TRUE	1	0.108597
PDCD7	clus3TRUE	1	0.0242273
SPG21	clus3TRUE	1	0.0346152
DNAJB11	clus3TRUE	1	0.1920634
RAB11FIP3	clus3TRUE	1	-0.2181537
GNPTG	clus3TRUE	1	-0.3055057
ZNF268	clus3TRUE	1	-0.3446497
GOLGA3	clus3TRUE	1	0.068339
PABPC4	clus3TRUE	1	-0.3418662
CD209	clus3TRUE	1	-0.7222903
CERS4	clus3TRUE	1	0.3287096
USP48	clus3TRUE	1	-0.0781504
PDPR	clus3TRUE	1	-0.2666286
AARS	clus3TRUE	1	0.1390307
GLG1	clus3TRUE	1	-0.1901928
TNRC6A	clus3TRUE	1	-0.1531147
EXOC1	clus3TRUE	1	0.215553
RBM27	clus3TRUE	1	-0.6956521
OSBPL8	clus3TRUE	1	0.1526715
PUS7	clus3TRUE	1	-0.2249356
WDR7	clus3TRUE	1	-0.1367345
TXNL1	clus3TRUE	1	0.1338321
CMTM6	clus3TRUE	1	0.3037435
FH	clus3TRUE	1	0.4291593
SEL1L3	clus3TRUE	1	0.2193546
CDV3	clus3TRUE	1	-0.324253
ALKBH5	clus3TRUE	1	0.0281047
NLRP1	clus3TRUE	1	-0.3753299
SPAG7	clus3TRUE	1	-0.0579825
ZC3HC1	clus3TRUE	1	0.4004106
TMEM101	clus3TRUE	1	0.2942381
CD200	clus3TRUE	1	-0.3822121
PSME1	clus3TRUE	1	-0.0281319
PPP2R3C	clus3TRUE	1	-0.1263932
RNF31	clus3TRUE	1	-0.0781157
SCFD1	clus3TRUE	1	-0.0869434
G2E3	clus3TRUE	1	-0.4219713
HECTD1	clus3TRUE	1	-0.0805015
HNRNPC	clus3TRUE	1	-0.0401596
SUPT16H	clus3TRUE	1	-0.0893307
TOX4	clus3TRUE	1	-0.273686
GEMIN2	clus3TRUE	1	0.1781672
TINF2	clus3TRUE	1	-0.0852346
TRPM7	clus3TRUE	1	-0.5738598
SNAP23	clus3TRUE	1	0.2231514
EZR	clus3TRUE	1	0.0596956
MYL6	clus3TRUE	1	-0.0639028
AGO1	clus3TRUE	1	0.2489317
UNC13D	clus3TRUE	1	0.7066022
MFSD11	clus3TRUE	1	-0.0498519
GPATCH2	clus3TRUE	1	-0.0336846
NUP50	clus3TRUE	1	-0.2565606
COMT	clus3TRUE	1	0.2081892
ECHDC1	clus3TRUE	1	0.0598176
LRRFIP2	clus3TRUE	1	-0.4341371
SEC22C	clus3TRUE	1	-0.092302
UPRT	clus3TRUE	1	0.0691913
CDC23	clus3TRUE	1	0.282112
AAAS	clus3TRUE	1	0.3046882
CBX5	clus3TRUE	1	-0.311619
SUCO	clus3TRUE	1	-0.6787043
MSH2	clus3TRUE	1	0.0858527
MAP3K1	clus3TRUE	1	0.2265674
DHPS	clus3TRUE	1	-0.030352
HOOK2	clus3TRUE	1	-0.1312821
ARCN1	clus3TRUE	1	0.091174
TMEM38B	clus3TRUE	1	-0.3171625
PSMD5	clus3TRUE	1	0.3835241
NUP188	clus3TRUE	1	0.1516151
NANS	clus3TRUE	1	0.0360561
CWF19L1	clus3TRUE	1	-0.2524826
BTAF1	clus3TRUE	1	-0.3962997
IKZF5	clus3TRUE	1	-0.3003732
WAC	clus3TRUE	1	-0.1675637
CREM	clus3TRUE	1	-0.1588877
HIVEP1	clus3TRUE	1	-0.1657966
FKBP5	clus3TRUE	1	-0.0827096
SRPK1	clus3TRUE	1	0.0410758
MRPS18A	clus3TRUE	1	0.2247914
TMEM14A	clus3TRUE	1	0.4445373
HSP90AB1	clus3TRUE	1	0.0448618
CDC5L	clus3TRUE	1	-0.2054455
SIRT1	clus3TRUE	1	-0.9171634
HNRNPH3	clus3TRUE	1	-0.1548883
IFT74	clus3TRUE	1	-0.3988987
JAK2	clus3TRUE	1	-0.4334484
SH3GLB1	clus3TRUE	1	0.1330523
SCD	clus3TRUE	1	0.1549189
TMED1	clus3TRUE	1	0.3514152
RAB18	clus3TRUE	1	-0.0019124
FAM21A	clus3TRUE	1	0.0906409
MAST3	clus3TRUE	1	0.6437154
MYO9B	clus3TRUE	1	-0.2454608
KCNK6	clus3TRUE	1	-0.0406868
SETD1A	clus3TRUE	1	-0.2349312
BCL7C	clus3TRUE	1	0.2802161
CIRBP	clus3TRUE	1	-0.274719
HNRNPM	clus3TRUE	1	0.1860732
TECR	clus3TRUE	1	0.1731245
TIMM13	clus3TRUE	1	0.1013664
CDC34	clus3TRUE	1	0.1486149
MTAP	clus3TRUE	1	0.0558311
POLR2E	clus3TRUE	1	0.1400851
POLRMT	clus3TRUE	1	0.5852259
RASSF7	clus3TRUE	1	-0.1541241
MKNK2	clus3TRUE	1	-0.047802
TRMT2A	clus3TRUE	1	0.1700731
RANBP1	clus3TRUE	1	0.1712179
ZDHHC8	clus3TRUE	1	-0.1511626
MED15	clus3TRUE	1	-0.221907
SNAP29	clus3TRUE	1	0.2357354
CRKL	clus3TRUE	1	-0.3804133
LZTR1	clus3TRUE	1	0.2343998
SMARCB1	clus3TRUE	1	0.3293275
BCL2L13	clus3TRUE	1	0.4260719
CABIN1	clus3TRUE	1	-0.0289224
TBC1D10A	clus3TRUE	1	0.4419439
SF3A1	clus3TRUE	1	0.1118322
SEC14L2	clus3TRUE	1	-0.183119
PPIL2	clus3TRUE	1	-0.1303087
SNRPD3	clus3TRUE	1	0.1191194
PES1	clus3TRUE	1	-0.2680734
MAPK1	clus3TRUE	1	0.2224577
SLC35E4	clus3TRUE	1	-0.3406129
DGCR14	clus3TRUE	1	0.129384
MFNG	clus3TRUE	1	0.0158001
SLC25A1	clus3TRUE	1	0.172144
GGA1	clus3TRUE	1	-0.0489256
HIRA	clus3TRUE	1	-0.7497089
LGALS1	clus3TRUE	1	-0.1669721
HPS4	clus3TRUE	1	-0.7615253
PIK3IP1	clus3TRUE	1	-0.7007093
SRRD	clus3TRUE	1	0.1692366
TFIP11	clus3TRUE	1	-0.039492
ANKRD54	clus3TRUE	1	0.211217
EIF3L	clus3TRUE	1	0.0597054
NHP2L1	clus3TRUE	1	-0.0045308
CENPM	clus3TRUE	1	0.2278596
TCF20	clus3TRUE	1	-0.3376701
HSCB	clus3TRUE	1	-0.0151993
TOMM22	clus3TRUE	1	0.0908407
RTCB	clus3TRUE	1	0.0156708
JOSD1	clus3TRUE	1	0.0447137
FBXO7	clus3TRUE	1	0.1626961
GTPBP1	clus3TRUE	1	-0.1707251
POLDIP3	clus3TRUE	1	-0.1139486
PPP6R2	clus3TRUE	1	-0.5665254
SBF1	clus3TRUE	1	0.1089328
SUN2	clus3TRUE	1	-0.4678813
CYB5R3	clus3TRUE	1	0.2697231
LMF2	clus3TRUE	1	-0.2635386
RHBDD3	clus3TRUE	1	-0.1426991
PACSIN2	clus3TRUE	1	0.0705169
AP1B1	clus3TRUE	1	0.1652088
HMGXB4	clus3TRUE	1	-0.2770588
TOM1	clus3TRUE	1	-0.1256989
CHKB	clus3TRUE	1	0.0055838
BIK	clus3TRUE	1	0.6835359
MCAT	clus3TRUE	1	0.2193961
THOC5	clus3TRUE	1	-0.0587761
MCM5	clus3TRUE	1	0.0558097
ARSA	clus3TRUE	1	0.1584521
TSPO	clus3TRUE	1	0.1679852
TTLL12	clus3TRUE	1	-0.1454797
ASCC2	clus3TRUE	1	0.1345851
MTMR3	clus3TRUE	1	-0.6463833
MIEF1	clus3TRUE	1	-0.153897
MYH9	clus3TRUE	1	-0.0170878
SAMM50	clus3TRUE	1	0.2685729
GRAP2	clus3TRUE	1	0.2404468
EIF3D	clus3TRUE	1	-0.147089
TNRC6B	clus3TRUE	1	-0.5489959
SGSM3	clus3TRUE	1	0.1352461
IFT27	clus3TRUE	1	0.2297473
KIAA0930	clus3TRUE	1	-0.0429162
SLC25A17	clus3TRUE	1	-0.0962208
FAM118A	clus3TRUE	1	-0.5484077
KCTD17	clus3TRUE	1	0.3213527
ST13	clus3TRUE	1	0.167217
IL2RB	clus3TRUE	1	0.3065765
RBX1	clus3TRUE	1	-0.055037
EP300	clus3TRUE	1	-0.276099
L3MBTL2	clus3TRUE	1	0.1448125
RANGAP1	clus3TRUE	1	0.0587713
ZC3H7B	clus3TRUE	1	0.0082082
PHF5A	clus3TRUE	1	-0.0728825
ACO2	clus3TRUE	1	0.1937239
POLR3H	clus3TRUE	1	0.0688457
TRMU	clus3TRUE	1	0.286329
PMM1	clus3TRUE	1	-0.060303
DESI1	clus3TRUE	1	0.260443
CERK	clus3TRUE	1	0.212013
BRD1	clus3TRUE	1	-0.4884013
ZBED4	clus3TRUE	1	-0.4389962
FKBP3	clus3TRUE	1	0.0911776
SDR39U1	clus3TRUE	1	0.0006669
GZMB	clus3TRUE	1	-0.3660767
RBM23	clus3TRUE	1	0.0741196
PRMT5	clus3TRUE	1	0.3502798
AP4S1	clus3TRUE	1	-0.1167409
VCPKMT	clus3TRUE	1	-0.3251416
SOS2	clus3TRUE	1	-0.6134833
NIN	clus3TRUE	1	-0.1192205
PSMC6	clus3TRUE	1	0.1405601
GNPNAT1	clus3TRUE	1	-0.1977324
DDHD1	clus3TRUE	1	-0.5584538
CNIH1	clus3TRUE	1	0.1170404
CGRRF1	clus3TRUE	1	0.0058325
ATP6V1D	clus3TRUE	1	-0.0355281
PIGH	clus3TRUE	1	0.2019357
PSMA3	clus3TRUE	1	0.0657583
VTI1B	clus3TRUE	1	0.201474
TIMM9	clus3TRUE	1	-0.136473
KIAA0586	clus3TRUE	1	0.0007483
TMED8	clus3TRUE	1	0.0727748
DAAM1	clus3TRUE	1	-0.2526372
SPTLC2	clus3TRUE	1	0.0493496
RIN3	clus3TRUE	1	0.1869654
ALKBH1	clus3TRUE	1	-0.0684881
SNW1	clus3TRUE	1	-0.2028743
ITPK1	clus3TRUE	1	0.2677501
DHRS7	clus3TRUE	1	0.1907004
PPM1A	clus3TRUE	1	-0.2487409
ERH	clus3TRUE	1	0.1035225
HIF1A	clus3TRUE	1	-0.0776513
SUSD6	clus3TRUE	1	-0.0871529
DICER1	clus3TRUE	1	-0.2122032
ZFYVE21	clus3TRUE	1	0.690101
ZC3H14	clus3TRUE	1	0.1246229
PCNX	clus3TRUE	1	-0.5893736
GSKIP	clus3TRUE	1	0.0629772
VRK1	clus3TRUE	1	-0.0699273
PSMC1	clus3TRUE	1	-0.802597
RPS6KA5	clus3TRUE	1	-0.6342298
SMEK1	clus3TRUE	1	-0.2051085
PSMB5	clus3TRUE	1	0.2157711
YY1	clus3TRUE	1	-0.3192584
ACIN1	clus3TRUE	1	-0.1951103
CCNB1IP1	clus3TRUE	1	-0.115035
TRIP11	clus3TRUE	1	-0.4366205
APEX1	clus3TRUE	1	0.1592526
PABPN1	clus3TRUE	1	-0.2793352
ARHGAP5	clus3TRUE	1	-0.2927346
CINP	clus3TRUE	1	0.1764503
SRP54	clus3TRUE	1	0.0586666
CHD8	clus3TRUE	1	-0.2367457
PCK2	clus3TRUE	1	0.2411555
KIAA0391	clus3TRUE	1	-0.1601481
DCAF11	clus3TRUE	1	0.1779124
PSMA6	clus3TRUE	1	0.2120627
NFKBIA	clus3TRUE	1	-0.0928639
EMC9	clus3TRUE	1	0.3726604
PSME2	clus3TRUE	1	-0.0781552
BRMS1L	clus3TRUE	1	0.2226423
TM9SF1	clus3TRUE	1	0.073868
SEC23A	clus3TRUE	1	0.1639673
GMPR2	clus3TRUE	1	0.0650236
RABGGTA	clus3TRUE	1	0.407007
PCIF1	clus3TRUE	1	-0.0876346
GSS	clus3TRUE	1	0.0932983
TRPC4AP	clus3TRUE	1	-0.1682479
PYGB	clus3TRUE	1	-0.1716783
ABHD12	clus3TRUE	1	0.3400645
UQCC1	clus3TRUE	1	0.1139611
ZMYND8	clus3TRUE	1	0.0973441
IFT52	clus3TRUE	1	0.2274151
NDRG3	clus3TRUE	1	0.1378368
SLA2	clus3TRUE	1	0.7138763
C20orf24	clus3TRUE	1	0.0263744
NFATC2	clus3TRUE	1	-0.0291891
STK4	clus3TRUE	1	-0.0961459
ADNP	clus3TRUE	1	-0.3893847
PFDN4	clus3TRUE	1	0.0650453
CSTF1	clus3TRUE	1	0.0001909
RAE1	clus3TRUE	1	0.0185577
TPD52L2	clus3TRUE	1	0.0803482
DNAJC5	clus3TRUE	1	-0.2589435
NELFCD	clus3TRUE	1	0.19643
PRPF6	clus3TRUE	1	0.0454709
SLMO2	clus3TRUE	1	-0.1890153
MTG2	clus3TRUE	1	0.1071652
PSMA7	clus3TRUE	1	0.0174196
SLCO4A1	clus3TRUE	1	-0.0927969
MRGBP	clus3TRUE	1	0.2433725
DIDO1	clus3TRUE	1	-0.3625983
GID8	clus3TRUE	1	-0.2024181
ARFGAP1	clus3TRUE	1	-0.3409604
C20orf27	clus3TRUE	1	0.136286
CDC25B	clus3TRUE	1	0.3620583
RNF24	clus3TRUE	1	-0.3048093
ARFRP1	clus3TRUE	1	0.0290405
NDUFAF5	clus3TRUE	1	-0.1092923
TRIB3	clus3TRUE	1	-0.0340743
RASSF2	clus3TRUE	1	0.1070065
CSNK2A1	clus3TRUE	1	-0.0348061
CDS2	clus3TRUE	1	0.0263966
HM13	clus3TRUE	1	0.2089772
SEC23B	clus3TRUE	1	0.3209163
TM9SF4	clus3TRUE	1	0.0317963
CRNKL1	clus3TRUE	1	-0.0743339
POFUT1	clus3TRUE	1	0.3531727
SAMHD1	clus3TRUE	1	0.6440466
KIF3B	clus3TRUE	1	0.3353194
NOP56	clus3TRUE	1	-0.1921011
MANBAL	clus3TRUE	1	0.3921941
IDH3B	clus3TRUE	1	0.1811059
MAPRE1	clus3TRUE	1	0.0087551
CDK5RAP1	clus3TRUE	1	0.054931
TTI1	clus3TRUE	1	-0.2136397
RPRD1B	clus3TRUE	1	-0.4098883
CHMP4B	clus3TRUE	1	-0.0591196
ACTR5	clus3TRUE	1	-0.1544322
AHCY	clus3TRUE	1	0.3600782
PPP1R16B	clus3TRUE	1	0.0749866
DHX35	clus3TRUE	1	0.0784487
DNTTIP1	clus3TRUE	1	0.2836471
PIGU	clus3TRUE	1	0.3215736
ACOT8	clus3TRUE	1	0.2027196
APMAP	clus3TRUE	1	-0.0244425
ADNP2	clus3TRUE	1	-0.1119505
RBFA	clus3TRUE	1	0.0125214
USP14	clus3TRUE	1	0.055127
VAPA	clus3TRUE	1	-0.218014
METTL4	clus3TRUE	1	-0.1140014
LPIN2	clus3TRUE	1	-0.2706687
MYL12A	clus3TRUE	1	0.1768806
CEP76	clus3TRUE	1	-0.0126806
CEP192	clus3TRUE	1	-0.1247075
RNMT	clus3TRUE	1	-0.3085786
RNF125	clus3TRUE	1	-0.5308448
MIB1	clus3TRUE	1	-0.3666522
RBBP8	clus3TRUE	1	-0.1839494
RIOK3	clus3TRUE	1	-0.1674548
CSTF2	clus3TRUE	1	0.3298379
PSMD10	clus3TRUE	1	0.2492213
ATG4A	clus3TRUE	1	-0.001303
TBL1X	clus3TRUE	1	0.1768249
PGRMC1	clus3TRUE	1	-0.0018128
POLA1	clus3TRUE	1	0.0882825
NKAP	clus3TRUE	1	0.0453988
NXT2	clus3TRUE	1	0.3108218
ALG13	clus3TRUE	1	-0.173133
PRPS2	clus3TRUE	1	-0.2796066
MOSPD1	clus3TRUE	1	0.3943311
AMMECR1	clus3TRUE	1	-0.0819625
WDR13	clus3TRUE	1	0.0812791
XIAP	clus3TRUE	1	-0.3473725
STAG2	clus3TRUE	1	-0.040871
ATP11C	clus3TRUE	1	-0.2405335
CCDC22	clus3TRUE	1	0.6050538
RBBP7	clus3TRUE	1	-0.132126
SLC25A14	clus3TRUE	1	-0.0674766
FMR1	clus3TRUE	1	-0.3427282
PIM2	clus3TRUE	1	0.0720918
SLC35A2	clus3TRUE	1	-0.2881783
PQBP1	clus3TRUE	1	-0.1159463
EMD	clus3TRUE	1	-0.1070856
TAZ	clus3TRUE	1	0.1585397
PGK1	clus3TRUE	1	0.0575451
MAGT1	clus3TRUE	1	-0.0994565
UBL4A	clus3TRUE	1	0.5237395
EEA1	clus3TRUE	1	-0.2992791
CDK16	clus3TRUE	1	-0.0207085
USP11	clus3TRUE	1	0.0983133
HTATSF1	clus3TRUE	1	0.313474
CD40LG	clus3TRUE	1	-0.3673461
TIMP1	clus3TRUE	1	-0.2639809
PIN4	clus3TRUE	1	-0.0172387
PORCN	clus3TRUE	1	0.7246508
MAGED2	clus3TRUE	1	-0.037541
RBM3	clus3TRUE	1	-0.0671822
PBDC1	clus3TRUE	1	-0.091866
GLA	clus3TRUE	1	0.449973
ARMCX3	clus3TRUE	1	-0.1079304
BEX4	clus3TRUE	1	-0.1494467
NDFIP2	clus3TRUE	1	0.0995285
FNDC3A	clus3TRUE	1	-0.1213693
CDADC1	clus3TRUE	1	0.2365854
STK24	clus3TRUE	1	0.3441684
DNAJC3	clus3TRUE	1	0.0216633
ARHGEF7	clus3TRUE	1	-0.5227345
PARP4	clus3TRUE	1	-0.288391
SUPT20H	clus3TRUE	1	-0.0920855
MRPS31	clus3TRUE	1	0.1835043
KPNA3	clus3TRUE	1	-0.1608868
RGCC	clus3TRUE	1	-0.1066266
VWA8	clus3TRUE	1	0.2880669
DGKH	clus3TRUE	1	0.2921438
INTS6	clus3TRUE	1	-0.2844936
DHRS12	clus3TRUE	1	-0.2095574
CLN5	clus3TRUE	1	-0.0085239
MGRN1	clus3TRUE	1	-0.5360468
TRADD	clus3TRUE	1	-0.0900753
PHKB	clus3TRUE	1	-0.0501227
LYRM1	clus3TRUE	1	-0.0798729
NUTF2	clus3TRUE	1	0.2115969
NUP93	clus3TRUE	1	-0.0707379
CENPT	clus3TRUE	1	-0.444814
NFAT5	clus3TRUE	1	-0.2202211
LONP2	clus3TRUE	1	0.2480957
N4BP1	clus3TRUE	1	-0.5331706
ARL2BP	clus3TRUE	1	-0.0882948
DHODH	clus3TRUE	1	0.0577549
CTCF	clus3TRUE	1	0.068924
ACD	clus3TRUE	1	-0.0313259
POLR2C	clus3TRUE	1	0.0598231
PARD6A	clus3TRUE	1	0.434341
USB1	clus3TRUE	1	0.3535422
CYB5B	clus3TRUE	1	0.1185398
NME3	clus3TRUE	1	-0.0535882
PSMD7	clus3TRUE	1	0.0366271
SETD6	clus3TRUE	1	-0.1768264
VAC14	clus3TRUE	1	-0.0157672
TANGO6	clus3TRUE	1	0.2246546
SLC7A6OS	clus3TRUE	1	-0.156726
SLC7A6	clus3TRUE	1	-0.4386237
WDR59	clus3TRUE	1	0.1356526
MON1B	clus3TRUE	1	0.4748957
CMC2	clus3TRUE	1	-0.1100932
AXIN1	clus3TRUE	1	-0.3804127
HCFC1R1	clus3TRUE	1	-0.0957802
NPRL3	clus3TRUE	1	0.176504
MPG	clus3TRUE	1	0.1790264
HSDL1	clus3TRUE	1	-0.5812758
TAF1C	clus3TRUE	1	-0.6573907
NAGPA	clus3TRUE	1	-0.2552961
USP10	clus3TRUE	1	-0.1543741
TSC2	clus3TRUE	1	0.0447285
NME4	clus3TRUE	1	0.2471467
ABCC1	clus3TRUE	1	-0.2104516
NARFL	clus3TRUE	1	0.3209284
METRN	clus3TRUE	1	0.6350195
FBXO31	clus3TRUE	1	-0.1089104
STUB1	clus3TRUE	1	0.0311882
NUBP1	clus3TRUE	1	-0.0175053
UBE2I	clus3TRUE	1	-0.2021291
CAPN15	clus3TRUE	1	-0.3377821
GSPT1	clus3TRUE	1	-0.0967347
CLUAP1	clus3TRUE	1	-0.135267
UBFD1	clus3TRUE	1	-0.0928615
TCEB2	clus3TRUE	1	-0.000965
GGA2	clus3TRUE	1	-0.0630753
USP31	clus3TRUE	1	-0.136181
HMOX2	clus3TRUE	1	0.2553383
DNAJA3	clus3TRUE	1	-0.0173944
BFAR	clus3TRUE	1	-0.0769825
RBL2	clus3TRUE	1	-0.0610635
PYCARD	clus3TRUE	1	-0.7815376
MAZ	clus3TRUE	1	0.2053109
STX4	clus3TRUE	1	0.0687918
CDIPT	clus3TRUE	1	-0.0055616
BCKDK	clus3TRUE	1	0.4791895
KAT8	clus3TRUE	1	0.1152074
NOMO1	clus3TRUE	1	-0.3070654
IL21R	clus3TRUE	1	-0.1253297
CCP110	clus3TRUE	1	-0.3439021
C16orf62	clus3TRUE	1	0.385174
KNOP1	clus3TRUE	1	0.167179
AAGAB	clus3TRUE	1	0.1544395
LACTB	clus3TRUE	1	-0.2503435
CSK	clus3TRUE	1	0.430739
HERC1	clus3TRUE	1	-0.4365921
TRIP4	clus3TRUE	1	-0.0134157
MTFMT	clus3TRUE	1	-0.2609781
RAB11A	clus3TRUE	1	0.0140483
RPAP1	clus3TRUE	1	0.0132241
EHD4	clus3TRUE	1	-0.2064854
TMEM87A	clus3TRUE	1	-0.4502177
ZNF106	clus3TRUE	1	0.0086395
CEP152	clus3TRUE	1	-0.3968594
DTWD1	clus3TRUE	1	0.3079235
GABPB1	clus3TRUE	1	-0.3021894
DNAJC17	clus3TRUE	1	-0.0931291
EIF3J	clus3TRUE	1	-0.3078833
SPG11	clus3TRUE	1	0.0904914
BLOC1S6	clus3TRUE	1	-0.0620286
SGK3	clus3TRUE	1	-0.2447824
CSPP1	clus3TRUE	1	-0.5371302
ZDHHC2	clus3TRUE	1	-0.4213299
TRIM35	clus3TRUE	1	-0.0066357
ZFAND1	clus3TRUE	1	-0.2211572
INTS9	clus3TRUE	1	0.0125239
NBN	clus3TRUE	1	0.1953658
IMPAD1	clus3TRUE	1	0.3788589
LAPTM4B	clus3TRUE	1	0.1669857
UBE2W	clus3TRUE	1	-0.4821698
POP1	clus3TRUE	1	0.017521
IKBKB	clus3TRUE	1	-0.3118417
STK3	clus3TRUE	1	-0.0089809
RAB2A	clus3TRUE	1	0.1048844
EIF3E	clus3TRUE	1	-0.1019976
EMC2	clus3TRUE	1	0.1321135
NDRG1	clus3TRUE	1	-0.5475031
ARMC1	clus3TRUE	1	0.117621
SPAG1	clus3TRUE	1	-0.6021654
CHRAC1	clus3TRUE	1	-0.0516091
UBR5	clus3TRUE	1	-0.3153308
GSDMD	clus3TRUE	1	-0.1258403
TSTA3	clus3TRUE	1	0.229561
SQLE	clus3TRUE	1	0.4088188
INTS10	clus3TRUE	1	0.0326146
ERI1	clus3TRUE	1	0.293288
SLC39A14	clus3TRUE	1	-0.2236047
MTMR9	clus3TRUE	1	-0.4041626
LEPROTL1	clus3TRUE	1	0.2533878
DCTN6	clus3TRUE	1	0.0507857
R3HCC1	clus3TRUE	1	-0.1186712
GSR	clus3TRUE	1	-0.073187
TNFRSF10A	clus3TRUE	1	-0.2732772
UBXN8	clus3TRUE	1	-0.3005411
PPP2CB	clus3TRUE	1	-0.0057489
KLHDC4	clus3TRUE	1	-0.7732738
MCM4	clus3TRUE	1	0.1170734
KCTD9	clus3TRUE	1	-0.7988549
ASAH1	clus3TRUE	1	0.1638931
BNIP3L	clus3TRUE	1	-0.3074192
MAN2B1	clus3TRUE	1	0.3039368
KCNN4	clus3TRUE	1	0.5703657
NUCB1	clus3TRUE	1	0.0006271
MAP4K1	clus3TRUE	1	0.205434
ECH1	clus3TRUE	1	0.1277775
HNRNPL	clus3TRUE	1	-0.3126616
NFKBIB	clus3TRUE	1	-0.0018652
SNRNP70	clus3TRUE	1	0.1842489
CLPTM1	clus3TRUE	1	0.1538667
RELB	clus3TRUE	1	-0.1200836
CLASRP	clus3TRUE	1	-0.6328935
LIN7B	clus3TRUE	1	-0.386504
PIH1D1	clus3TRUE	1	0.2179658
DOT1L	clus3TRUE	1	-0.2433898
PLEKHJ1	clus3TRUE	1	0.002369
RNASEH2A	clus3TRUE	1	0.6041016
CD37	clus3TRUE	1	-0.2372626
SF3A2	clus3TRUE	1	-0.2677724
OAZ1	clus3TRUE	1	0.0088346
TRMT1	clus3TRUE	1	0.1768324
STX10	clus3TRUE	1	0.3901864
TBC1D17	clus3TRUE	1	-0.132549
CCDC130	clus3TRUE	1	-0.0901135
PTOV1	clus3TRUE	1	0.2651519
AES	clus3TRUE	1	-0.3774182
SGTA	clus3TRUE	1	-0.0644288
MED25	clus3TRUE	1	0.2013749
SNAPC2	clus3TRUE	1	-0.0379125
C19orf53	clus3TRUE	1	-0.054897
TIMM44	clus3TRUE	1	0.137216
IL27RA	clus3TRUE	1	0.1680461
VRK3	clus3TRUE	1	0.0076974
FAM32A	clus3TRUE	1	-0.0722116
RASAL3	clus3TRUE	1	0.0814011
AKAP8	clus3TRUE	1	-0.2622896
ILVBL	clus3TRUE	1	0.2380511
URI1	clus3TRUE	1	-0.2323602
PDCD5	clus3TRUE	1	0.1439264
ANKRD27	clus3TRUE	1	-0.203087
TIMM50	clus3TRUE	1	-0.0111093
FBL	clus3TRUE	1	-0.0282563
AKT2	clus3TRUE	1	-0.4478012
PLD3	clus3TRUE	1	0.0495394
PIAS4	clus3TRUE	1	-0.1567768
CCDC94	clus3TRUE	1	-0.1180063
TBCB	clus3TRUE	1	0.1705446
POLR2I	clus3TRUE	1	0.0881071
SLC1A5	clus3TRUE	1	-0.0731572
PRKD2	clus3TRUE	1	0.0436324
CACTIN	clus3TRUE	1	-0.6747992
CCDC9	clus3TRUE	1	-0.2621079
HNRNPUL1	clus3TRUE	1	0.0084561
FZR1	clus3TRUE	1	0.1673572
TGFB1	clus3TRUE	1	0.0129061
ATP5SL	clus3TRUE	1	0.3390948
PLIN3	clus3TRUE	1	0.3788821
MRPL4	clus3TRUE	1	0.1514695
ETFB	clus3TRUE	1	0.2979174
TYK2	clus3TRUE	1	-0.0269558
CDC37	clus3TRUE	1	-0.0185502
NAPA	clus3TRUE	1	-0.0135503
RABAC1	clus3TRUE	1	0.1172994
KDELR1	clus3TRUE	1	0.4820853
GRWD1	clus3TRUE	1	0.2427215
CARD8	clus3TRUE	1	-0.0151555
LIG1	clus3TRUE	1	0.028019
TMEM205	clus3TRUE	1	0.1704137
BCAT2	clus3TRUE	1	0.5631414
TNPO2	clus3TRUE	1	-0.7713309
WDR83OS	clus3TRUE	1	-0.0603761
GCDH	clus3TRUE	1	0.2500071
DNASE2	clus3TRUE	1	0.4074369
LENG1	clus3TRUE	1	-0.104076
PRPF31	clus3TRUE	1	0.2940995
TFPT	clus3TRUE	1	0.0083938
JAK3	clus3TRUE	1	0.026311
ARRDC2	clus3TRUE	1	-0.2280328
ISYNA1	clus3TRUE	1	-0.0418922
COPE	clus3TRUE	1	0.0858025
DDX49	clus3TRUE	1	0.3361118
ARMC6	clus3TRUE	1	0.1421069
TMEM147	clus3TRUE	1	0.1571573
USF2	clus3TRUE	1	-0.1382982
LSR	clus3TRUE	1	0.6997781
KXD1	clus3TRUE	1	0.2214661
FKBP8	clus3TRUE	1	0.0789979
SUGP1	clus3TRUE	1	-0.2275697
ZNF14	clus3TRUE	1	-0.7202937
PBX4	clus3TRUE	1	-0.6062944
ERF	clus3TRUE	1	-0.0338927
GSK3A	clus3TRUE	1	-0.3542756
ATP13A1	clus3TRUE	1	0.3375152
ZNF574	clus3TRUE	1	-0.4789553
ETHE1	clus3TRUE	1	0.1186161
SMG9	clus3TRUE	1	0.1047829
AVL9	clus3TRUE	1	-0.2938562
GTPBP10	clus3TRUE	1	0.137625
CDK6	clus3TRUE	1	-0.1237253
PMPCB	clus3TRUE	1	0.0460651
BET1	clus3TRUE	1	0.2481838
NAMPT	clus3TRUE	1	-0.3740759
TWISTNB	clus3TRUE	1	-0.0023452
HBP1	clus3TRUE	1	-0.3452445
SP4	clus3TRUE	1	-0.7036865
CBLL1	clus3TRUE	1	-0.062156
MTPN	clus3TRUE	1	0.1090396
ZC3HAV1	clus3TRUE	1	-0.3437825
TTC26	clus3TRUE	1	0.4874415
OGDH	clus3TRUE	1	0.1948717
ADAP1	clus3TRUE	1	0.4512171
H2AFV	clus3TRUE	1	-0.04659
LMBR1	clus3TRUE	1	-0.4477857
DNAJB6	clus3TRUE	1	-0.0270468
